Chrom	Start	End	GeneID	GeneName	
Scate-Z	26575808	26576758	Scate08592	LOC100557043	
Scate-Z	26769360	26774462	Scate08593	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	27347676	27359631	Scate08594	LOC100561182	
Scate-Z	27365754	27366836	Scate08595	LOC100559601	
Scate-Z	27388460	27407392	Scate08596	LOC100559601	
Scate-Z	27705835	27725360	Scate08597	PLA2G4C	
Scate-Z	27802869	27822109	Scate08598	AFP	
Scate-Z	27892370	27913935	Scate08599	OR10A7	
Scate-Z	28266084	28273815	Scate08600	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	28358636	28360242	Scate08601	ELSPBP1	
Scate-Z	28362109	28362915	Scate08602	ELSPBP1	
Scate-Z	28398446	28423006	Scate08603	MMP9	
Scate-Z	28445109	28453243	Scate08604	L345_15929	
Scate-Z	28479304	28490537	Scate08605	Charged multivesicular body protein 2a-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	28494158	28506028	Scate08606	NEDD8-conjugating enzyme Ubc12-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	28512356	28544463	Scate08607	TRIM28	
Scate-Z	28604022	28608852	Scate08608	ZBTB45	
Scate-Z	28634853	28644097	Scate08609	Slc27a2	
Scate-Z	28657421	28668981	Scate08610	Slc27a2	
Scate-Z	28729861	28757046	Scate08611	SLC27A2	
Scate-Z	28771869	28782726	Scate08612	SLC27A2	
Scate-Z	28810644	28826509	Scate08613	SLC27A2	
Scate-Z	28841040	28847279	Scate08614	SLC27A2	
Scate-Z	28873501	28876008	Scate08615	Ermap	
Scate-Z	28900127	28902974	Scate08616	Trim39	
Scate-Z	28911116	28918838	Scate08617	THAP7	
Scate-Z	28951034	28962046	Scate08618	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	29024944	29046068	Scate08619	LOC100563157	
Scate-Z	29067411	29073034	Scate08620	Josephin-2 (Crotalus adamanteus OX%3D8729)	
Scate-Z	29079832	29093707	Scate08621	ASPDH	
Scate-Z	29433232	29438851	Scate08622	PRDM7	
Scate-Z	29448926	29450729	Scate08623	CLEC11A	
Scate-Z	29460604	29470911	Scate08624	Clec11a	
Scate-Z	29523873	29555841	Scate08625	SHANK1	
Scate-Z	29565691	29573386	Scate08626	Shank1	
Scate-Z	29573759	29588609	Scate08627	Shank1	
Scate-Z	29600369	29614559	Scate08628	L345_05300	
Scate-Z	29678255	29688813	Scate08629	P65-C	
Scate-Z	29695682	29701814	Scate08630	SYT3	
Scate-Z	29714611	29718027	Scate08631	EMC10	
Scate-Z	29726265	29731954	Scate08632	FAM71E1	
Scate-Z	29737944	29778842	Scate08633	MYBPC2	
Scate-Z	29818074	29832913	Scate08634	spib	
Scate-Z	29843041	29870241	Scate08635	DNA polymerase (Crotalus horridus OX%3D35024)	
Scate-Z	29891769	29902753	Scate08636	Oxysterols receptor LXR-beta-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	29911979	29936202	Scate08637	RuvB-like helicase (Crotalus adamanteus OX%3D8729)	
Scate-Z	29936299	29952777	Scate08638	Bifunctional polynucleotide phosphatase/kinase (Crotalus horridus OX%3D35024)	
Scate-Z	29965448	30006755	Scate08639	Trpm4	
Scate-Z	30046482	30062978	Scate08640	PPFIA3	
Scate-Z	30143121	30154505	Scate08641	LIN7B	
Scate-Z	30157044	30167705	Scate08642	snrnp70	
Scate-Z	30301575	30309932	Scate08643	L345_03255	
Scate-Z	30322543	30324047	Scate08644	lhb	
Scate-Z	30324998	30349776	Scate08645	med25	
Scate-Z	30351157	30359343	Scate08646	fuz	
Scate-Z	30359893	30395162	Scate08647	AP-2 complex subunit alpha (Crotalus horridus OX%3D35024)	
Scate-Z	30419367	30424487	Scate08648	Tsks	
Scate-Z	30459939	30479535	Scate08649	Tsks	
Scate-Z	30489161	30508305	Scate08650	Cpt1a	
Scate-Z	30535205	30537567	Scate08651	ADM5	
Scate-Z	30608415	30624326	Scate08652	PAX6	
Scate-Z	30661869	30673834	Scate08653	Reticulocalbin-1-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	30672342	30689333	Scate08654	Nitric oxide synthase-interacting protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	30715052	30730731	Scate08655	Prrg2	
Scate-Z	30750033	30751512	Scate08656	qser1	
Scate-Z	30752561	30776740	Scate08657	PRR12	
Scate-Z	30787439	30801582	Scate08658	RRAS2	
Scate-Z	30821147	30848080	Scate08659	SCAF1	
Scate-Z	30852901	30869893	Scate08660	IRF3	
Scate-Z	30934255	30939453	Scate08661	LIM and SH3 domain protein 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	30969849	30988483	Scate08662	FBXO47	
Scate-Z	31105250	31113519	Scate08663	ARL5B	
Scate-Z	31133301	31135446	Scate08664	DKK3	
Scate-Z	31167614	31169782	Scate08665	DKK3	
Scate-Z	31181574	31184816	Scate08666	PTH2R	
Scate-Z	31189298	31192052	Scate08667	PTH2R	
Scate-Z	31237952	31261168	Scate08668	ATP-dependent RNA helicase DDX42-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	31263090	31276931	Scate08669	Coiled-coil domain-containing protein 47-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	31396108	31466883	Scate08670	HDAC5	
Scate-Z	31480154	31495081	Scate08671	G6pc3	
Scate-Z	31503093	31513206	Scate08672	Protein LSM12 (Crotalus horridus OX%3D35024)	
Scate-Z	31804526	31810073	Scate08673	DUSP3	
Scate-Z	31834300	31837767	Scate08674	SOST	
Scate-Z	31936516	31941538	Scate08675	Meox1	
Scate-Z	32034323	32035729	Scate08676	ETV1	
Scate-Z	32045093	32049170	Scate08677	ETV1	
Scate-Z	32058221	32069686	Scate08678	TMEM101	
Scate-Z	32120838	32123954	Scate08679	L345_05954	
Scate-Z	32210400	32232437	Scate08680	MPP2	
Scate-Z	32370524	32403134	Scate08681	COL1A1	
Scate-Z	32427525	32440802	Scate08682	SGCA	
Scate-Z	32603503	32620386	Scate08683	SAMD14	
Scate-Z	32626694	32641696	Scate08684	PDK2	
Scate-Z	32670752	32714061	Scate08685	Itga3	
Scate-Z	32844363	32857632	Scate08686	DLX3	
Scate-Z	32894538	32916359	Scate08687	BOX5	
Scate-Z	33157322	33161429	Scate08688	Kat7	
Scate-Z	33179571	33187013	Scate08689	Kat7	
Scate-Z	33224562	33260009	Scate08690	L345_12229	
Scate-Z	33264857	33282947	Scate08691	Solute carrier family 35 member B1-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	33415707	33437081	Scate08692	Speckle-type POZ protein-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	33668243	33691305	Scate08693	NGFR	
Scate-Z	33927968	33944484	Scate08694	PHB	
Scate-Z	33974099	33979165	Scate08695	ZNF652	
Scate-Z	33997403	34000757	Scate08696	ZNF652	
Scate-Z	34055662	34073538	Scate08697	ABI3	
Scate-Z	34098163	34100104	Scate08698	GNGT2	
Scate-Z	34139975	34147242	Scate08699	b4galnt2	
Scate-Z	34166063	34178941	Scate08700	IGF2BP1	
Scate-Z	34260773	34283014	Scate08701	Vacuolar-sorting protein SNF8 (Crotalus adamanteus OX%3D8729)	
Scate-Z	34288556	34310005	Scate08702	UBE2Z	
Scate-Z	34314588	34326552	Scate08703	ATP synthase lipid-binding protein%2C mitochondrial-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	34329894	34361189	Scate08704	calcoco2	
Scate-Z	34373859	34410139	Scate08705	TTLL6	
Scate-Z	34464105	34466435	Scate08706	L345_01994	
Scate-Z	34558711	34562625	Scate08707	HOXB9	
Scate-Z	34571236	34574492	Scate08708	HOXB8	
Scate-Z	34576382	34580545	Scate08709	HOXB7	
Scate-Z	34590806	34594498	Scate08710	HOXB6	
Scate-Z	34596751	34598974	Scate08711	HOXB5	
Scate-Z	34617852	34620306	Scate08712	HOXB4	
Scate-Z	34650618	34658716	Scate08713	HOXB3	
Scate-Z	34668730	34671628	Scate08714	HOXA2	
Scate-Z	34693270	34696647	Scate08715	HOXB1	
Scate-Z	35276416	35283992	Scate08716	Sorting nexin-11 (Crotalus horridus OX%3D35024)	
Scate-Z	35316873	35322850	Scate08717	CBX1	
Scate-Z	35327225	35336704	Scate08718	Nuclear factor erythroid 2-related factor 1 (Crotalus horridus OX%3D35024)	
Scate-Z	35366312	35377234	Scate08719	Coatomer subunit zeta-2-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	35497075	35515103	Scate08720	CDK5 regulatory subunit-associated protein 3-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	35545378	35556152	Scate08721	PNPO	
Scate-Z	35577562	35598250	Scate08722	Transcription factor Sp2 isoform 2 (Crotalus adamanteus OX%3D8729)	
Scate-Z	35746510	35763189	Scate08723	Secernin-2 (Crotalus adamanteus OX%3D8729)	
Scate-Z	35770786	35776375	Scate08724	lrrc46	
Scate-Z	35779913	35793015	Scate08725	39S ribosomal protein L10%2C mitochondrial isoform X3 (Crotalus adamanteus OX%3D8729)	
Scate-Z	35811873	35852329	Scate08726	OSBPL7	
Scate-Z	35860895	35874054	Scate08727	TBX21	
Scate-Z	36020454	36027714	Scate08728	TBKBP1	
Scate-Z	36109048	36153565	Scate08729	Importin subunit beta-1 (Crotalus horridus OX%3D35024)	
Scate-Z	36158416	36236540	Scate08730	Aminopeptidase (Crotalus adamanteus OX%3D8729)	
Scate-Z	36296251	36311153	Scate08731	Mrpl45	
Scate-Z	36318403	36325113	Scate08732	Gpr158	
Scate-Z	36334705	36339363	Scate08733	Gpr158	
Scate-Z	36371152	36385208	Scate08734	Socs7	
Scate-Z	36576226	36638680	Scate08735	Arhgap23	
Scate-Z	36656171	36663661	Scate08736	SRCIN1	
Scate-Z	36680330	36712173	Scate08737	Srcin1	
Scate-Z	37157395	37159242	Scate08738	L345_05328	
Scate-Z	37284380	37321947	Scate08739	MLLT6	
Scate-Z	37343520	37346710	Scate08740	Cisd3	
Scate-Z	37351993	37357406	Scate08741	coq10b	
Scate-Z	37369416	37386533	Scate08742	Bifunctional coenzyme A synthase-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	37392418	37401295	Scate08743	NAGLU	
Scate-Z	37406652	37432498	Scate08744	KAT2A	
Scate-Z	37434862	37442327	Scate08745	rab5c	
Scate-Z	37461060	37502802	Scate08746	Kcnh4	
Scate-Z	37534743	37547958	Scate08747	PLCL2	
Scate-Z	37605723	37618288	Scate08748	STAT5B	
Scate-Z	37701944	37736192	Scate08749	Signal transducer and activator of transcription (Crotalus adamanteus OX%3D8729)	
Scate-Z	37819533	37875742	Scate08750	V-type proton ATPase subunit a (Crotalus adamanteus OX%3D8729)	
Scate-Z	38011880	38026725	Scate08751	L345_05973	
Scate-Z	38505420	38519216	Scate08752	ACCN1	
Scate-Z	38552296	38560073	Scate08753	L345_08651	
Scate-Z	38665506	38668982	Scate08754	IGFBP4	
Scate-Z	38712089	38740525	Scate08755	TNS4	
Scate-Z	38830893	38838544	Scate08756	SWI/SNF-related matrix-associated actin-dependent regulator chromatin subfamily E member 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	38884779	38894462	Scate08757	krt222	
Scate-Z	38917880	38926766	Scate08758	KRT19	
Scate-Z	38938049	38943685	Scate08759	KRT19	
Scate-Z	38953556	38962720	Scate08760	KRT19	
Scate-Z	38965426	38973883	Scate08761	KRT19	
Scate-Z	38995870	39009532	Scate08762	KRT19	
Scate-Z	39046295	39069677	Scate08763	KRT19	
Scate-Z	39124442	39133302	Scate08764	KRT19	
Scate-Z	39149587	39160140	Scate08765	Keratin%2C type I cytoskeletal 19 (Crotalus adamanteus OX%3D8729)	
Scate-Z	39202541	39210321	Scate08766	KRT10	
Scate-Z	39289556	39295509	Scate08767	LOC100337544	
Scate-Z	39313849	39321913	Scate08768	Krt42	
Scate-Z	39349441	39358539	Scate08769	KRT14	
Scate-Z	39364643	39375837	Scate08770	KRT14	
Scate-Z	39433713	39434751	Scate08771	KRT19	
Scate-Z	39441151	39452861	Scate08772	KRT19	
Scate-Z	39615188	39620110	Scate08773	FAM71B	
Scate-Z	39626499	39640429	Scate08774	RDM1	
Scate-Z	39682451	39714870	Scate08775	TRAK1	
Scate-Z	39767484	39793311	Scate08776	Junction plakoglobin (Crotalus horridus OX%3D35024)	
Scate-Z	39937175	39946201	Scate08777	Synaptonemal complex protein SC65-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	39974385	39975764	Scate08778	L345_05988	
Scate-Z	39987713	39989494	Scate08779	Eukaryotic translation initiation factor 1 (Crotalus adamanteus OX%3D8729)	
Scate-Z	40089208	40097397	Scate08780	ZNF135	
Scate-Z	40170380	40181241	Scate08781	SMARCD2	
Scate-Z	40182707	40196852	Scate08782	26S protease regulatory subunit 8-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	40233295	40248516	Scate08783	FTSJ3	
Scate-Z	40255885	40265839	Scate08784	Agpat1	
Scate-Z	40331650	40368903	Scate08785	TOP2A	
Scate-Z	40417311	40427638	Scate08786	RARA	
Scate-Z	40676527	40689930	Scate08787	CDC6	
Scate-Z	40692438	40701558	Scate08788	CDC6	
Scate-Z	40707984	40727269	Scate08789	WAS/WASL-interacting protein family member 2-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	40777040	40796257	Scate08790	Rapgefl1	
Scate-Z	40906639	40923078	Scate08791	CASC3	
Scate-Z	40927130	40943332	Scate08792	MSL1	
Scate-Z	41000273	41017521	Scate08793	L345_09222	
Scate-Z	41265987	41330166	Scate08794	Mediator of RNA polymerase II transcription subunit 24 (Crotalus horridus OX%3D35024)	
Scate-Z	41370300	41376200	Scate08795	L345_09498	
Scate-Z	41390683	41403720	Scate08796	26S proteasome non-ATPase regulatory subunit 3-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	41407847	41433326	Scate08797	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	41454594	41464907	Scate08798	ORMDL3	
Scate-Z	41556387	41570031	Scate08799	L345_10521	
Scate-Z	41577657	41593663	Scate08800	ZPBP2	
Scate-Z	41694055	41727081	Scate08801	Growth factor receptor-bound protein 7 isoform X4 (Crotalus adamanteus OX%3D8729)	
Scate-Z	41742905	41745426	Scate08802	GRB7	
Scate-Z	41811870	41817321	Scate08803	Mien1	
Scate-Z	41848478	41863273	Scate08804	Receptor protein-tyrosine kinase (Crotalus horridus OX%3D35024)	
Scate-Z	41902000	41923038	Scate08805	PGAP3	
Scate-Z	41929215	41934007	Scate08806	PNMT	
Scate-Z	41945445	41948586	Scate08807	TCAP	
Scate-Z	41974120	41988928	Scate08808	mreg	
Scate-Z	41991597	42023939	Scate08809	StAR-related lipid transfer protein 3-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	42369918	42401079	Scate08810	CDK12	
Scate-Z	42403219	42432851	Scate08811	MED1	
Scate-Z	42484390	42503467	Scate08812	FBXL20	
Scate-Z	42507811	42517386	Scate08813	F-box/LRR-repeat protein 20 (Crotalus adamanteus OX%3D8729)	
Scate-Z	42530265	42544140	Scate08814	TFCP2	
Scate-Z	42630702	42656211	Scate08815	STAC2	
Scate-Z	42683765	42688860	Scate08816	Ribosomal protein L19 (Crotalus adamanteus OX%3D8729)	
Scate-Z	42723806	42751106	Scate08817	CACNB1	
Scate-Z	42787875	42803140	Scate08818	MYL4	
Scate-Z	42813711	42867966	Scate08819	Ell division cycle protein 27 isoform 1 (Crotalus horridus OX%3D35024)	
Scate-Z	43019150	43062094	Scate08820	L345_00858	
Scate-Z	43195139	43215841	Scate08821	Solute carrier family 25 member 39-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	43218637	43241625	Scate08822	RUNDC3A	
Scate-Z	43254654	43281118	Scate08823	SLC4A1	
Scate-Z	43300101	43309898	Scate08824	SLC4A1	
Scate-Z	43419689	43448211	Scate08825	ATXN7L3	
Scate-Z	43449084	43459940	Scate08826	Transmembrane and ubiquitin-like domain-containing protein 2-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	43462390	43472233	Scate08827	Asb16	
Scate-Z	43491129	43496865	Scate08828	L345_14316	
Scate-Z	43508585	43523990	Scate08829	Peptidylprolyl isomerase (Crotalus adamanteus OX%3D8729)	
Scate-Z	43524085	43540369	Scate08830	5'-nucleotidase (Crotalus horridus OX%3D35024)	
Scate-Z	43542064	43548994	Scate08831	Kelch-like protein 11-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	43558128	43560730	Scate08832	Kelch-like protein 11-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	43574000	43576551	Scate08833	Kelch-like protein 11-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	43592064	43636603	Scate08834	ATP-citrate synthase (Crotalus horridus OX%3D35024)	
Scate-Z	43693106	43712774	Scate08835	TTC25	
Scate-Z	43727716	43734678	Scate08836	CNP	
Scate-Z	43735755	43763275	Scate08837	DnaJ-like subfamily C member 7-like (Crotalus horridus OX%3D35024)	
Scate-Z	43789847	43795505	Scate08838	NF-kappa-B inhibitor-interacting Ras-like protein 2 (Crotalus adamanteus OX%3D8729)	
Scate-Z	43806137	43824936	Scate08839	Znf385c	
Scate-Z	44083500	44100142	Scate08840	U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase (Crotalus horridus OX%3D35024)	
Scate-Z	44113481	44164682	Scate08841	TLK2	
Scate-Z	44170498	44180409	Scate08842	Methyltransferase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	44194672	44195597	Scate08843	EFCAB3	
Scate-Z	44202158	44274612	Scate08844	EFCAB3	
Scate-Z	44376697	44398662	Scate08845	ITGB3	
Scate-Z	44405871	44412544	Scate08846	ITGB3	
Scate-Z	44516362	44518530	Scate08847	LARP6	
Scate-Z	44538158	44549530	Scate08848	Golgi SNAP receptor complex member 2-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	44628871	44633439	Scate08849	WNT9B	
Scate-Z	44707332	44715474	Scate08850	WNT3	
Scate-Z	44724065	44779128	Scate08851	Vesicle-fusing ATPase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	44814852	44831316	Scate08852	26S proteasome non-ATPase regulatory subunit 11 (Crotalus horridus OX%3D35024)	
Scate-Z	44901618	44943693	Scate08853	FMNL1	
Scate-Z	44943910	44944415	Scate08854	FMNL1	
Scate-Z	44952763	44987484	Scate08855	MAP3K14	
Scate-Z	45084198	45089157	Scate08856	Cd79b	
Scate-Z	45218832	45228678	Scate08857	LRRC37A3	
Scate-Z	45230919	45251202	Scate08858	L345_08514	
Scate-Z	45357564	45358482	Scate08859	L345_08514	
Scate-Z	45358734	45359972	Scate08860	L345_08514	
Scate-Z	45372945	45390061	Scate08861	L345_08514	
Scate-Z	45511862	45552009	Scate08862	Myosin-Id-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	45718406	45725712	Scate08863	ACBD4	
Scate-Z	45802830	45823835	Scate08864	PLCD1	
Scate-Z	45826975	45845416	Scate08865	PLCD1	
Scate-Z	45855236	45870869	Scate08866	Glycylpeptide N-tetradecanoyltransferase (Crotalus horridus OX%3D35024)	
Scate-Z	45887588	45902178	Scate08867	dcakd	
Scate-Z	46024915	46025742	Scate08868	C1QL3	
Scate-Z	46098471	46118284	Scate08869	KIF18B	
Scate-Z	46153390	46171807	Scate08870	Gfap	
Scate-Z	46194947	46197326	Scate08871	Ccdc103	
Scate-Z	46199354	46234975	Scate08872	116 kDa U5 small nuclear ribonucleoprotein component-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	46319659	46336900	Scate08873	Granulin (Crotalus horridus OX%3D35024)	
Scate-Z	46347974	46356288	Scate08874	L345_00354	
Scate-Z	46404479	46405679	Scate08875	Itga8	
Scate-Z	46450419	46452203	Scate08876	ITGA2B	
Scate-Z	46473012	46475897	Scate08877	Itga2b	
Scate-Z	46482226	46486008	Scate08878	GPATCH8	
Scate-Z	46490021	46509180	Scate08879	GPATCH8	
Scate-Z	46817119	46826632	Scate08880	L345_08511	
Scate-Z	46846615	46851887	Scate08881	Coiled-coil domain-containing protein 43 (Crotalus horridus OX%3D35024)	
Scate-Z	46902370	46960996	Scate08882	adam11	
Scate-Z	47016449	47024677	Scate08883	scn4aa	
Scate-Z	47178305	47189799	Scate08884	GH1	
Scate-Z	47203884	47207919	Scate08885	SGK196	
Scate-Z	47211653	47259067	Scate08886	HGSNAT	
Scate-Z	47259075	47289028	Scate08887	INTS10	
Scate-Z	47322054	47337405	Scate08888	CSGALNACT1	
Scate-Z	47401420	47464069	Scate08889	General vesicular transport factor p115-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	47491676	47493520	Scate08890	G3BP2	
Scate-Z	47517941	47532295	Scate08891	G3BP2	
Scate-Z	47556085	47578614	Scate08892	CDKL2	
Scate-Z	47789446	47826917	Scate08893	SMYD1	
Scate-Z	47987434	47994986	Scate08894	foxi1c	
Scate-Z	48019520	48029055	Scate08895	JEM1	
Scate-Z	48044240	48108855	Scate08896	EIF2AK3	
Scate-Z	48110911	48130790	Scate08897	Ribose-5-phosphate isomerase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	48141246	48142749	Scate08898	ANKRD17	
Scate-Z	48198771	48280849	Scate08899	ANKRD17	
Scate-Z	48411132	48411617	Scate08900	CXCL8	
Scate-Z	48518886	48535106	Scate08901	MTHFD2L	
Scate-Z	48640752	48646403	Scate08902	EREG	
Scate-Z	48685877	48696679	Scate08903	Areg	
Scate-Z	48831121	48837883	Scate08904	LOC100556519	
Scate-Z	48877137	48877887	Scate08905	L345_14345	
Scate-Z	48895839	48916038	Scate08906	Protein RMD5 homolog A-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	48944883	48966492	Scate08907	RNF103	
Scate-Z	49016742	49030393	Scate08908	REEP1	
Scate-Z	49074416	49080314	Scate08909	MRPL35	
Scate-Z	49098266	49135297	Scate08910	MICOS complex subunit MIC60 (Crotalus adamanteus OX%3D8729)	
Scate-Z	49152035	49174976	Scate08911	PTCD3	
Scate-Z	49197574	49260462	Scate08912	POLR1A	
Scate-Z	49263449	49295056	Scate08913	STRADA	
Scate-Z	49294356	49301557	Scate08914	RING finger protein 113A-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	49342143	49356275	Scate08915	LIMD2	
Scate-Z	49393448	49420142	Scate08916	MAP3K3	
Scate-Z	49448602	49461548	Scate08917	DCAF7	
Scate-Z	49502770	49520185	Scate08918	Kcnh2	
Scate-Z	49534916	49536515	Scate08919	KCNH6	
Scate-Z	49666170	49709212	Scate08920	Angiotensin-converting enzyme (Crotalus horridus OX%3D35024)	
